id,datetime,latitude,longitude,x,y,gps_status
1,2025-10-02 13:52:29,49.891402166666666,-97.15322416666666,1.0518439959529218,1.2343633333586013,1
2,2025-10-02 13:52:31,49.89142983333333,-97.15319116666667,3.4184929850634753,4.292636666824876,1
3,2025-10-02 13:52:33,49.891437333333336,-97.15317016666667,4.924542342604045,5.121686667088028,1
4,2025-10-02 13:52:35,49.891438666666666,-97.15315166666667,6.251300109427371,5.269073333382579,1
5,2025-10-02 13:52:37,49.891476,-97.153155,6.012244656496585,9.395899999840651,1
6,2025-10-02 13:52:39,49.89151183333333,-97.15312116666666,8.43865750985899,13.356916666717353,1
7,2025-10-02 13:52:41,49.891607666666665,-97.15309583333334,10.255478956209581,23.950333333342968,1
8,2025-10-02 13:52:43,49.89168183333334,-97.15308466666667,11.056314725566024,32.14871666718409,1
9,2025-10-02 13:52:45,49.89172933333333,-97.15307633333333,11.653953359931297,37.399366666494416,1
10,2025-10-02 13:52:47,49.8917545,-97.15307866666667,11.486614541860591,40.18128999987297,1
