id,datetime,latitude,longitude,x,y,gps_status
1,2025-10-16 13:54:48,49.89510324324325,-97.1384,0.0,0.3585081087526021,1
2,2025-10-16 13:54:50,49.895115810810815,-97.1384,0.0,1.7477270275180956,1
3,2025-10-16 13:54:52,49.89512834777028,-97.13839759217566,0.17266779081403713,3.133562527001743,1
4,2025-10-16 13:54:54,49.89511495585442,-97.13837450698108,1.8281330518486694,1.6532201473678754,1
5,2025-10-16 13:54:56,49.89510364851028,-97.13837162273825,2.0349653484323755,0.40330632631523144,1
6,2025-10-16 13:54:58,49.895093662013956,-97.13836523669812,2.49291546650729,-0.7006009772537425,1
7,2025-10-16 13:55:00,49.89509651014286,-97.13834061945502,4.258245649194006,-0.3857688085678035,1
8,2025-10-16 13:55:02,49.895044708688175,-97.13838030948037,1.4120293034646374,-6.111901609039876,1
9,2025-10-16 13:55:04,49.89500255225862,-97.13837571833176,1.7412657326348617,-10.771873332364521,1
10,2025-10-16 13:55:06,49.89500126543918,-97.13836765678685,2.319368182213172,-10.9141183532995,1
